"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1253","","hypothetical protein","181","58","117","63","60.738255033557046","52.066115702479344","1.6803713527851458","0.022000777087700416","1.0","0.15600778979457414","16","13","10","0.021270751953125","0.454498291015625"
"group_2340","","hypothetical protein","12","0","286","121","4.026845637583892","100.0","inf","0.022307485600245546","1.0","0.15600778979457414","4","4","0","0.125","0.125"
"group_273","pilE_5","Fimbrial protein","12","0","286","121","4.026845637583892","100.0","inf","0.022307485600245546","1.0","0.15600778979457414","4","4","0","0.125","0.125"
"group_1918","","hypothetical protein","178","57","120","64","59.73154362416108","52.892561983471076","1.6654970760233918","0.022422402830515803","1.0","0.15600778979457414","14","13","7","0.0018310546875","1.0"
"pilE_4","","Fimbrial protein","112","31","186","90","37.58389261744966","74.3801652892562","1.7481789802289283","0.022796296504105328","1.0","0.15600778979457414","16","12","10","0.076812744140625","0.454498291015625"
"topB_2","","DNA topoisomerase 3","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_1514","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_1515","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_1516","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_1517","","Conjugal transfer protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_1518","","VirB8 protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"trfA","","Plasmid replication initiator protein TrfA","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"parA_2","","Chromosome partitioning protein ParA","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"korB","","Transcriptional repressor protein KorB","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_2465","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_2466","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_2467","","DNA methylase","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_2469","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"hin","","DNA-invertase hin","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_2474","","Type IV secretory pathway, VirB3-like protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_2475","","TrbC/VIRB2 pilin","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_2476","","Helix-turn-helix","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_274","","TrbM","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"traJ","","Protein TraJ","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"traC_2","","DNA primase TraC","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"virB4","","Type IV secretion system protein virB4","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"traI","","Protein TraI","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"traG","","Conjugal transfer protein TraG","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_628","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_929","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_930","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_931","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_932","","hypothetical protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_934","","Zeta toxin","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_935","","Putative conjugal transfer protein","137","71","161","50","45.97315436241611","41.32231404958678","0.5992476598722771","0.023387698705262906","1.0","0.15600778979457414","5","3","3","1.0","1.0"
"group_1616","","hypothetical protein","2","5","296","116","0.6711409395973155","95.86776859504133","0.15675675675675677","0.02339140640138187","1.0","0.15600778979457414","6","1","5","0.21875","0.21875"
"group_1904","","hypothetical protein","298","118","0","3","100.0","2.479338842975207","inf","0.023658500658325338","1.0","0.15600778979457414","2","2","0","0.5","0.5"
"group_1490","comEA_3","ComE operon protein 1","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","3","0","3","0.25","0.25"
"group_1568","pilE_3","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_1614","pilE_6","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_1619","pilE_5","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_1630","pilE_10","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_1633","pilE1_1","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_1648","pilE_8","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_1688","pilE1_1","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_1689","pilE_3","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_2526","pilE_4","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2557","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2604","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2609","pilE_2","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2612","pilE_6","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2628","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2629","pilE_3","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2672","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","3","0","3","0.25","0.25"
"group_2704","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2726","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2728","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2915","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2916","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"virD2","","T-DNA border endonuclease VirD2","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2918","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2919","traC_2","DNA primase TraC","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"virD4","","Protein VirD4","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2921","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2922","topB_2","DNA topoisomerase 3","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"ssb_1","","Single-stranded DNA-binding protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2924","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2925","","Type IV secretion system protein VirB11","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2926","","Type IV secretion system protein virB10","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"virB9","","Type IV secretion system protein virB9","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"virB8","","Type IV secretion system protein virB8","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2929","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2930","","TrbL/VirB6 plasmid conjugal transfer protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"virB5","","Type IV secretion system protein virB5","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2932","virB4","Type IV secretion system protein virB4","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2933","","TrbC/VIRB2 pilin","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"virB1","","Type IV secretion system protein virB1","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2936","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2937","","Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2938","","Helix-turn-helix","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2939","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2940","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2941","","TrbM","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2942","traL","Protein TraL","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2943","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"xerC_3","","Tyrosine recombinase XerC","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"relE2","","Toxin RelE2","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2950","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2965","pilE1_1","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2986","","Type I restriction modification DNA specificity domain protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2987","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_2999","gloA","Lactoylglutathione lyase","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_3002","pilE_5","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"group_3019","","Pretoxin HINT domain protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_3026","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_3303","pilE1_1","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_3499","tbpB_2","Transferrin-binding protein 2","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_3500","pilE_6","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_3502","pilE_8","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_3530","pilE_7","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_3738","pilE1_2","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_945","pilE1_2","Fimbrial protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","1","0","1","1.0","1.0"
"group_978","","hypothetical protein","0","3","298","118","0.0","97.52066115702479","0.0","0.023658500658325338","1.0","0.15600778979457414","2","0","2","0.5","0.5"
"rusA","","Endodeoxyribonuclease RusA","133","69","165","52","44.63087248322148","42.97520661157025","0.6074659639877031","0.023660369142375064","1.0","0.15600778979457414","16","12","12","0.076812744140625","0.076812744140625"
"group_2458","","RelE toxin of RelE / RelB toxin-antitoxin system","13","0","285","121","4.3624161073825505","100.0","inf","0.02406506620166344","1.0","0.15808413823891224","2","2","0","0.5","0.5"
"group_2459","","Helix-turn-helix","13","0","285","121","4.3624161073825505","100.0","inf","0.02406506620166344","1.0","0.15808413823891224","2","2","0","0.5","0.5"
"piiC_5","","Outer membrane protein P.IIC","63","14","235","107","21.140939597315437","88.42975206611571","2.048936170212766","0.02548071530020061","1.0","0.16707187816016078","16","12","6","0.076812744140625","0.454498291015625"
"group_2013","","hypothetical protein","297","117","1","4","99.66442953020133","3.3057851239669422","10.153846153846153","0.025986253740938322","1.0","0.16912680114943407","2","1","1","1.0","1.0"
"group_2720","","ThiS family protein","1","4","297","117","0.33557046979865773","96.69421487603306","0.09848484848484848","0.025986253740938322","1.0","0.16912680114943407","2","1","1","1.0","1.0"
"group_3729","","hypothetical protein","1","4","297","117","0.33557046979865773","96.69421487603306","0.09848484848484848","0.025986253740938322","1.0","0.16912680114943407","2","1","1","1.0","1.0"
"group_996","pilE_6","Fimbrial protein","1","4","297","117","0.33557046979865773","96.69421487603306","0.09848484848484848","0.025986253740938322","1.0","0.16912680114943407","3","1","2","1.0","1.0"
"group_242","","hypothetical protein","86","22","212","99","28.859060402684566","81.81818181818183","1.8254716981132075","0.026402267184954947","1.0","0.17151731136204126","12","9","5","0.14599609375","0.7744140625"
"group_1522","","hypothetical protein","22","18","276","103","7.38255033557047","85.12396694214877","0.4561191626409018","0.026461198359940256","1.0","0.1715835716857268","12","6","7","0.7744140625","1.0"
"group_1471","","hypothetical protein","91","51","207","70","30.536912751677853","57.85123966942148","0.6033911149000664","0.03020149579299967","1.0","0.19518117623737027","16","12","9","0.076812744140625","0.803619384765625"
"group_2675","","Type II transport protein GspH","17","1","281","120","5.704697986577181","99.17355371900827","7.259786476868327","0.030301089826070195","1.0","0.19518117623737027","10","10","1","0.001953125","0.021484375"
"group_2454","","hypothetical protein","16","1","282","120","5.369127516778524","99.17355371900827","6.808510638297872","0.030322096961613615","1.0","0.19518117623737027","7","6","1","0.125","0.125"
"group_483","pilE_8","Fimbrial protein","16","1","282","120","5.369127516778524","99.17355371900827","6.808510638297872","0.030322096961613615","1.0","0.19518117623737027","6","5","1","0.21875","0.21875"
"ptlG","","Type IV secretion system protein virB10","137","70","161","51","45.97315436241611","42.14876033057851","0.6199645075421473","0.03115416791740584","1.0","0.20017121393647072","5","3","3","1.0","1.0"
"group_2470","","hypothetical protein","135","69","163","52","45.302013422818796","42.97520661157025","0.6241664443851693","0.03147649114994672","1.0","0.20187381664656173","8","4","5","0.7265625","1.0"
"group_2537","vapD_1","Endoribonuclease VapD","36","25","262","96","12.080536912751679","79.33884297520662","0.5276335877862596","0.03174870731106076","1.0","0.2028805779351088","9","7","4","0.1796875","1.0"
"group_2538","","Putative DNA-binding domain protein","36","25","262","96","12.080536912751679","79.33884297520662","0.5276335877862596","0.03174870731106076","1.0","0.2028805779351088","9","7","4","0.1796875","1.0"
"group_108","","hypothetical protein","268","99","30","22","89.93288590604027","18.181818181818183","1.9851851851851852","0.03247926897210397","1.0","0.20642510117468968","15","7","11","0.11846923828124999","1.0"
"group_144","","hypothetical protein","268","99","30","22","89.93288590604027","18.181818181818183","1.9851851851851852","0.03247926897210397","1.0","0.20642510117468968","15","7","11","0.11846923828124999","1.0"
"dnaC_1","","Replicative DNA helicase","268","99","30","22","89.93288590604027","18.181818181818183","1.9851851851851852","0.03247926897210397","1.0","0.20642510117468968","15","7","11","0.11846923828124999","1.0"
"group_76","pilE_4","Fimbrial protein","9","10","289","111","3.0201342281879198","91.73553719008265","0.3456747404844291","0.034335738335160806","1.0","0.21783087329387604","10","5","7","0.34375","1.0"
"group_272","","hypothetical protein","61","14","237","107","20.469798657718123","88.42975206611571","1.967148884870404","0.03474896456488033","1.0","0.22005594286500654","12","7","5","0.7744140625","0.7744140625"
"group_40","","hypothetical protein","100","28","198","93","33.557046979865774","76.85950413223141","1.6774891774891776","0.0360618108748857","1.0","0.2279598493545288","15","9","10","0.30175781249999994","0.6072387695312499"
"group_529","","hypothetical protein","132","40","166","81","44.29530201342282","66.94214876033058","1.6102409638554216","0.03755162671582021","1.0","0.23695211051326698","14","7","8","0.79052734375","1.0"
"group_2547","","Peptidase C39 family protein","4","6","294","115","1.342281879194631","95.0413223140496","0.26077097505668934","0.03773984738348649","1.0","0.2372892904236713","6","3","3","1.0","1.0"
"group_2556","","hypothetical protein","4","6","294","115","1.342281879194631","95.0413223140496","0.26077097505668934","0.03773984738348649","1.0","0.2372892904236713","5","3","2","1.0","1.0"
"group_1786","","CRISPR-associated protein (Cas_Csd1)","287","121","11","0","96.30872483221476","0.0","0.0","0.0384758873867011","1.0","0.2393526492731","7","0","7","0.015625","0.015625"
"group_1504","","hypothetical protein","11","0","287","121","3.691275167785235","100.0","inf","0.0384758873867011","1.0","0.2393526492731","4","4","0","0.125","0.125"
"group_1578","pilE_3","Fimbrial protein","11","0","287","121","3.691275167785235","100.0","inf","0.0384758873867011","1.0","0.2393526492731","4","4","0","0.125","0.125"
"group_1580","pilE_6","Fimbrial protein","11","0","287","121","3.691275167785235","100.0","inf","0.0384758873867011","1.0","0.2393526492731","4","4","0","0.125","0.125"
"group_2444","","hypothetical protein","11","0","287","121","3.691275167785235","100.0","inf","0.0384758873867011","1.0","0.2393526492731","4","4","0","0.125","0.125"
"group_925","pilE_4","Fimbrial protein","11","0","287","121","3.691275167785235","100.0","inf","0.0384758873867011","1.0","0.2393526492731","1","1","0","1.0","1.0"
"group_1487","","hypothetical protein","27","20","271","101","9.060402684563758","83.47107438016529","0.5031365313653137","0.0392432447966448","1.0","0.2436957053421276","15","11","6","0.11846923828124999","0.6072387695312499"
"group_347","","hypothetical protein","169","55","129","66","56.711409395973156","54.54545454545454","1.572093023255814","0.040297842387303495","1.0","0.24980405465791478","16","11","7","0.210113525390625","0.803619384765625"
"nagZ","","Beta-hexosaminidase","288","111","10","10","96.64429530201343","8.264462809917356","2.5945945945945947","0.04259685785724328","1.0","0.26312901143044487","11","7","6","0.548828125","1.0"
"group_90","pilE_4","Fimbrial protein","10","10","288","111","3.3557046979865772","91.73553719008265","0.3854166666666667","0.04259685785724328","1.0","0.26312901143044487","8","6","3","0.2890625","0.7265625"
"group_366","","hypothetical protein","7","8","291","113","2.348993288590604","93.38842975206612","0.3397766323024055","0.04298893970544072","1.0","0.2650859136652483","8","5","4","0.7265625","1.0"
"group_349","","hypothetical protein","44","28","254","93","14.76510067114094","76.85950413223141","0.5753655793025871","0.0456602308892569","1.0","0.28106586182005866","15","11","7","0.11846923828124999","1.0"
"bla","","Beta-lactamase TEM","59","14","239","107","19.798657718120804","88.42975206611571","1.8867304243873282","0.04710123673980926","1.0","0.28943011267167257","15","12","7","0.03515625","1.0"
"gspA","","Lipooligosaccharide biosynthesis protein lex-1","283","120","15","1","94.96644295302013","0.8264462809917356","0.15722222222222224","0.04781479362405545","1.0","0.29330294137682794","8","1","7","0.0703125","0.0703125"
"group_1549","tbpB_2","Transferrin-binding protein 2","3","5","295","116","1.006711409395973","95.86776859504133","0.2359322033898305","0.0480176697683372","1.0","0.2940351569640266","5","3","2","1.0","1.0"
"group_1130","","hypothetical protein","279","119","19","2","93.6241610738255","1.6528925619834711","0.24679345422379478","0.04849825915817866","1.0","0.2964624487776859","6","1","5","0.21875","0.21875"
"group_2539","","hypothetical protein","38","25","260","96","12.751677852348994","79.33884297520662","0.5612307692307692","0.04953060636031342","1.0","0.3022482928850322","9","7","4","0.1796875","1.0"
"moeB","","Molybdopterin-synthase adenylyltransferase","283","108","15","13","94.96644295302013","10.743801652892563","2.2709876543209875","0.04976542152948714","1.0","0.30315579447287927","9","7","6","0.1796875","0.5078125"
"group_2785","","hypothetical protein","20","2","278","119","6.7114093959731544","98.34710743801654","4.280575539568345","0.04988916040558595","1.0","0.3033846870260244","7","5","2","0.453125","0.453125"
