,0
1915,group_2886
1916,group_2409
1917,group_961
1918,group_3295
1919,group_2655
1920,group_2423
1921,group_1658
1922,group_2880
1923,group_2422
1924,group_2821
1925,group_2652
1926,group_2440
1927,group_3206
1928,group_458
1929,group_2428
1930,group_2419
1931,group_2654
1932,group_3296
1933,ybaQ
1934,group_2425
1935,group_2404
1936,group_2825
1937,group_280
1938,group_3292
1939,group_2983
1940,group_3327
1941,group_1879
1942,group_2822
1943,group_1457
1944,group_2984
1945,group_3322
1946,vapD_1
1947,group_2981
1948,group_2333
1949,group_2289
1950,group_2970
1951,group_2337
1952,group_2980
1953,group_3036
1954,group_1549
1955,group_3010
1956,group_2487
1957,group_3011
1958,group_3013
1959,group_2703
1960,group_1784
1961,group_2700
1962,group_1586
1963,group_3014
1964,group_513
1965,group_2694
1966,group_640
1967,group_1565
1968,group_3012
1969,group_1285
1970,group_3214
1971,group_3256
1972,group_2529
1973,group_714
1974,group_3096
1975,group_1556
1976,group_942
1977,group_3098
1978,group_3097
1979,group_3094
1980,group_603
1981,group_3099
1982,group_82
1983,group_3100
1984,group_3101
1985,group_3410
1986,group_18
1987,group_124
1988,group_3411
1989,group_2675
1990,bcr
1991,group_2481
1992,group_1998
1993,group_2705
1994,group_572
1995,group_51
1996,group_193
1997,group_1471
1998,group_2524
1999,group_637
2000,group_2291
2001,group_2292
2002,group_3433
2003,group_2614
2004,group_1630
2005,group_3003
2006,lpxD_1
2007,group_2273
2008,group_1336
2009,group_3002
2010,mutL_2
2011,cysI_2
2012,vsr_2
2013,group_1337
2014,rsmJ
2015,group_3775
2016,group_3184
2017,group_3772
2018,group_3774
2019,group_2714
2020,group_3773
2021,group_2638
2022,group_1786
2023,group_2806
2024,group_3221
2025,group_3222
2026,group_94
2027,group_2
2028,group_2063
2029,group_3770
2030,group_3766
2031,group_3217
2032,group_3764
2033,group_2543
2034,group_3755
2035,group_3287
2036,group_3218
2037,group_1577
2038,group_3425
2039,group_3709
2040,group_3771
2041,group_3763
2042,group_3735
2043,group_3246
2044,group_3746
2045,group_3245
2046,group_3251
2047,group_3760
2048,group_3756
2049,group_3753
2050,group_2540
2051,group_3761
2052,group_3699
2053,group_3758
2054,group_3759
2055,group_2741
2056,group_3239
2057,group_3747
2058,group_3484
2059,group_2712
2060,group_3754
2061,group_3723
2062,group_3718
2063,group_3150
2064,group_2441
2065,group_2578
2066,group_3722
2067,group_3752
2068,group_3700
2069,group_3710
2070,group_3240
2071,group_3260
2072,group_3135
2073,group_3230
2074,group_3719
2075,group_3721
2076,group_3739
2077,group_3147
2078,group_3740
2079,group_2600
2080,group_2761
2081,group_491
2082,traH
2083,group_3331
2084,group_3708
2085,group_2536
2086,group_3262
2087,group_3762
2088,group_3715
2089,group_3703
2090,group_3707
2091,group_3148
2092,group_2618
2093,group_2749
2094,group_3724
2095,group_2818
2096,group_3559
2097,group_3663
2098,group_3531
2099,group_3681
2100,group_3533
2101,group_2623
2102,group_2648
2103,group_2808
2104,group_3696
2105,group_3734
2106,group_3664
2107,group_3717
2108,group_2545
2109,group_3706
2110,group_2562
2111,group_2763
2112,group_2764
2113,group_3731
2114,group_3732
2115,group_3280
2116,group_3264
2117,group_3442
2118,group_3720
2119,group_2592
2120,group_2575
2121,group_3274
2122,group_3268
2123,group_3272
2124,group_3269
2125,group_3631
2126,group_3579
2127,group_3273
2128,group_3705
2129,group_2786
2130,group_3683
2131,group_3379
2132,group_3630
2133,group_2670
2134,group_3701
2135,group_2711
2136,group_3741
2137,group_3680
2138,group_3546
2139,group_2462
2140,group_2768
2141,group_3231
2142,group_3702
2143,group_3387
2144,group_3407
2145,group_3261
2146,group_2807
2147,group_2736
2148,group_2564
2149,group_3241
2150,group_2522
2151,group_3244
2152,group_3693
2153,group_3136
2154,group_3278
2155,group_3716
2156,group_2753
2157,group_3698
2158,group_3697
2159,group_3279
2160,group_3270
2161,group_3733
2162,group_3349
2163,group_3232
2164,group_2819
2165,group_3661
2166,group_3662
2167,group_3259
2168,group_2826
2169,group_3629
2170,group_3022
2171,group_2829
2172,group_3137
2173,group_3685
2174,group_3281
2175,group_3532
2176,group_3686
2177,group_2692
2178,group_1688
2179,group_3711
2180,group_2685
2181,group_2769
2182,group_2770
2183,group_3051
2184,group_3632
2185,group_3406
2186,group_3405
2187,group_3054
2188,group_3067
2189,group_3252
2190,pilE1_8
2191,group_3090
2192,group_3092
2193,group_3676
2194,group_3679
2195,group_1600
2196,group_2434
2197,group_3440
2198,group_3441
2199,group_3266
2200,group_3267
2201,group_2966
2202,group_3495
2203,group_3234
2204,group_3233
2205,group_2690
2206,group_3677
2207,group_3282
2208,group_3435
2209,group_2597
2210,group_2620
2211,group_3684
2212,group_3434
2213,group_2616
2214,group_2619
2215,group_2622
2216,group_2665
2217,group_3050
2218,group_3048
2219,group_3047
2220,group_3043
2221,group_2688
2222,group_3134
2223,group_2682
2224,group_3558
2225,group_2689
2226,group_3016
2227,group_2718
2228,group_2719
2229,group_2691
2230,group_2710
2231,group_3049
2232,group_2863
2233,group_2862
2234,group_2739
2235,group_2738
2236,group_3443
2237,group_3467
2238,group_3445
2239,group_3458
2240,group_3448
2241,group_3455
2242,group_2872
2243,group_3449
2244,group_3497
2245,group_2844
2246,group_2879
2247,group_2748
2248,group_2766
2249,group_2765
2250,group_3480
2251,group_3494
2252,group_3493
2253,group_2756
2254,group_2878
2255,group_2877
2256,group_2830
2257,group_2804
2258,group_2838
2259,group_3557
2260,group_2843
2261,group_2805
2262,group_3337
2263,group_3336
2264,group_2874
2265,group_3223
2266,group_3424
2267,group_2875
2268,group_2876
2269,group_3247
2270,group_3464
2271,group_2760
2272,group_3492
2273,group_3436
2274,group_3678
2275,group_2762
2276,group_3023
2277,group_1661
2278,group_3170
2279,group_3177
2280,group_3171
2281,group_3174
2282,group_3172
2283,group_3173
2284,group_2881
2285,group_3397
2286,group_2754
2287,group_3271
2288,group_3265
2289,group_2751
2290,group_3450
2291,group_3466
2292,group_3335
2293,group_2816
2294,group_2669
2295,group_3496
2296,group_2853
2297,group_3456
2298,group_2484
2299,group_2509
2300,group_3087
2301,group_3422
2302,group_3569
2303,group_3485
2304,group_2740
2305,group_3219
2306,group_3220
2307,group_3695
2308,group_3694
2309,group_3024
2310,group_3071
2311,group_3056
2312,group_3066
2313,group_2527
2314,group_3209
2315,group_3068
2316,mccB
2317,group_3139
2318,group_3205
2319,group_3069
2320,group_2548
2321,group_2546
2322,group_3204
2323,group_3243
2324,group_3302
2325,group_2563
2326,group_3201
2327,group_3253
2328,group_3046
2329,group_2573
2330,group_2574
2331,group_2815
2332,group_2814
2333,group_2813
2334,group_2617
2335,group_3072
2336,group_2906
2337,group_3175
2338,group_3176
2339,group_3437
2340,group_3459
2341,group_3203
2342,group_2659
2343,group_3277
2344,group_3208
2345,group_2500
2346,group_1671
2347,group_3291
2348,group_2873
2349,hemR
2350,group_3571
2351,group_3578
2352,group_988
2353,group_3179
2354,group_3570
2355,group_3453
2356,group_3421
2357,group_3275
2358,group_2681
2359,group_3236
2360,group_3235
2361,group_2750
2362,group_3534
2363,group_2679
2364,group_2677
2365,group_2676
2366,group_2671
2367,group_3180
2368,group_3181
2369,group_2861
2370,group_2859
2371,group_2828
2372,group_2827
2373,group_2603
2374,group_3633
2375,group_3529
2376,group_3451
2377,group_2657
2378,group_3190
2379,group_2528
2380,group_2488
2381,group_3189
2382,group_1550
2383,group_3187
2384,group_1551
2385,group_2656
2386,group_3186
2387,group_2969
2388,group_1542
2389,group_3188
2390,group_1570
2391,group_3364
2392,group_3365
2393,group_2596
2394,group_1575
2395,group_3263
2396,group_3185
2397,group_3018
2398,group_3017
2399,group_3470
2400,group_3471
2401,group_3338
2402,group_1613
2403,group_3091
2404,group_3104
2405,group_2645
2406,group_3332
2407,group_3089
2408,group_3088
2409,group_3193
2410,group_3194
2411,group_3319
2412,group_2630
2413,group_3320
2414,group_2968
2415,group_2624
2416,group_2967
2417,group_3192
2418,rfaE
2419,group_3321
2420,group_3276
2421,group_3452
2422,group_1687
2423,group_3429
2424,group_3465
2425,group_2860
2426,group_2839
2427,group_3329
2428,group_1647
2429,group_3330
2430,group_2460
2431,group_3198
2432,group_1650
2433,group_2483
2434,group_3195
2435,group_3196
2436,group_1652
2437,group_3454
2438,group_1653
2439,pilE_12
2440,group_2497
2441,group_3138
2442,group_2752
2443,group_2508
2444,group_2504
2445,group_2628
2446,group_2629
2447,group_2644
2448,group_3847
2449,group_1034
