,0
1877,group_1650
1878,group_2440
1879,group_3716
1880,group_3320
1881,group_1654
1882,group_1752
1883,group_2455
1884,group_3721
1885,group_3319
1886,group_2966
1887,group_3722
1888,group_603
1889,group_3302
1890,group_3632
1891,group_3715
1892,group_3398
1893,group_3024
1894,group_3099
1895,nagZ
1896,group_2461
1897,group_458
1898,group_3719
1899,group_3631
1900,group_3429
1901,group_2989
1902,group_3100
1903,group_3718
1904,group_2769
1905,group_2412
1906,group_2033
1907,group_2794
1908,group_3630
1909,group_3097
1910,group_2768
1911,group_2796
1912,group_3629
1913,group_3098
1914,group_2770
1915,group_2798
1916,group_3243
1917,group_3292
1918,group_3633
1919,group_3094
1920,group_2791
1921,group_3241
1922,lex1_1
1923,group_124
1924,group_3096
1925,group_2665
1926,group_3244
1927,group_3101
1928,group_2531
1929,group_353
1930,group_1556
1931,group_1998
1932,group_3546
1933,group_3237
1934,group_2669
1935,yhaV
1936,group_2453
1937,group_3456
1938,group_2671
1939,group_3053
1940,group_3289
1941,dnaC_2
1942,group_2839
1943,group_3455
1944,group_2670
1945,group_2675
1946,group_3381
1947,group_3291
1948,group_3458
1949,group_2999
1950,group_2955
1951,group_2524
1952,group_2515
1953,group_3052
1954,group_3380
1955,group_3459
1956,group_714
1957,group_2958
1958,group_3452
1959,group_2481
1960,group_3684
1961,group_3451
1962,group_2522
1963,group_3054
1964,group_1130
1965,group_2932
1966,group_3847
1967,group_3683
1968,group_3332
1969,group_3453
1970,group_2843
1971,prtR_1
1972,group_3685
1973,group_535
1974,group_3331
1975,group_2644
1976,group_2844
1977,group_3686
1978,group_2933
1979,group_3330
1980,group_2853
1981,group_2527
1982,group_3177
1983,group_2810
1984,group_1495
1985,group_3329
1986,group_3175
1987,group_2370
1988,group_2925
1989,group_2528
1990,group_3176
1991,group_3238
1992,group_2743
1993,group_2402
1994,group_3034
1995,group_1585
1996,group_1570
1997,group_3028
1998,group_1600
1999,group_2981
2000,group_3449
2001,group_2939
2002,group_1592
2003,group_3031
2004,group_2970
2005,group_3448
2006,group_2980
2007,group_3288
2008,group_3033
2009,group_3450
2010,caiC
2011,group_2983
2012,group_2580
2013,group_3030
2014,group_3290
2015,group_2775
2016,virB8
2017,group_2984
2018,group_3379
2019,group_2530
2020,virD2
2021,group_961
2022,group_1665
2023,group_82
2024,group_3007
2025,group_3337
2026,group_2705
2027,group_2756
2028,group_3336
2029,group_637
2030,group_3006
2031,group_2765
2032,group_2919
2033,group_2884
2034,group_3335
2035,group_3005
2036,group_1541
2037,group_2766
2038,group_3186
2039,group_2885
2040,group_3338
2041,group_1523
2042,group_3758
2043,group_2886
2044,group_2916
2045,group_3759
2046,group_3139
2047,group_3761
2048,group_2924
2049,group_1771
2050,group_2859
2051,group_3559
2052,group_3760
2053,group_2805
2054,rsmJ
2055,group_3558
2056,group_2804
2057,group_3557
2058,xerC_3
2059,group_1542
2060,group_1534
2061,group_2950
2062,group_2857
2063,group_3747
2064,group_2460
2065,group_3746
2066,group_2937
2067,group_2529
2068,relE2
2069,group_3246
2070,group_3213
2071,pilE_10
2072,group_3245
2073,group_2774
2074,group_2499
2075,group_3212
2076,group_2915
2077,group_2773
2078,group_3247
2079,group_3215
2080,group_3696
2081,group_2772
2082,pilE1_8
2083,group_3697
2084,group_3211
2085,group_1524
2086,pezT
2087,group_2771
2088,group_3210
2089,group_3698
2090,group_2592
2091,group_2942
2092,group_3405
2093,group_2776
2094,group_3695
2095,group_3406
2096,group_3693
2097,group_3275
2098,group_3694
2099,group_3407
2100,group_2918
2101,group_2873
2102,group_3364
2103,group_572
2104,group_3365
2105,group_3349
2106,group_944
2107,group_2782
2108,group_2536
2109,pilE_12
2110,group_2921
2111,group_2540
2112,group_2703
2113,group_3067
2114,ssb_1
2115,group_1657
2116,group_3201
2117,group_2700
2118,group_2821
2119,group_3664
2120,group_1597
2121,group_3203
2122,group_3663
2123,group_2822
2124,virB9
2125,group_3204
2126,group_3661
2127,group_2825
2128,group_2694
2129,group_1586
2130,group_1582
2131,group_3205
2132,group_3662
2133,group_2929
2134,group_2748
2135,group_2807
2136,group_1387
2137,group_2956
2138,rfaE
2139,group_2808
2140,group_2752
2141,group_2957
2142,virB1
2143,group_3193
2144,group_1491
2145,group_2959
2146,group_3194
2147,group_3126
2148,group_3182
2149,group_2960
2150,group_2940
2151,group_3195
2152,group_3239
2153,group_3464
2154,group_3127
2155,group_3424
2156,group_3104
2157,group_2954
2158,group_3198
2159,group_2764
2160,group_3240
2161,group_2953
2162,group_3421
2163,group_3190
2164,virB5
2165,group_2761
2166,group_2814
2167,group_3196
2168,group_3422
2169,group_2762
2170,group_2813
2171,group_3189
2172,group_3425
2173,tbpB
2174,group_2818
2175,group_2760
2176,group_2926
2177,group_3192
2178,group_2815
2179,group_2763
2180,group_2819
2181,group_2936
2182,group_136
2183,group_2816
2184,group_2630
2185,group_3174
2186,group_2922
2187,comEA_3
2188,group_3172
2189,group_2792
2190,group_3173
2191,group_2938
2192,group_1662
2193,group_3461
2194,group_2826
2195,group_2941
2196,group_3467
2197,group_2863
2198,group_3752
2199,group_2829
2200,group_3295
2201,group_3466
2202,group_3088
2203,group_2862
2204,group_2827
2205,virD4
2206,group_2861
2207,group_3087
2208,group_2828
2209,group_2830
2210,group_2594
2211,group_3296
2212,group_2943
2213,group_2965
2214,bcr
2215,group_2462
2216,group_2930
2217,group_1658
2218,pilE1_5
2219,group_3300
2220,group_2688
2221,group_1559
2222,group_3221
2223,group_2617
2224,group_2745
2225,group_3222
2226,group_2616
2227,group_1550
2228,group_1671
2229,group_2690
2230,group_1477
2231,group_3362
2232,group_3434
2233,group_89
2234,group_3435
2235,group_3223
2236,group_2545
2237,group_2811
2238,group_1595
2239,group_2736
2240,group_3266
2241,group_2546
2242,group_2489
2243,group_3265
2244,group_2548
2245,group_1661
2246,group_3734
2247,group_3735
2248,group_193
2249,group_2693
2250,group_3732
2251,group_2
2252,group_3733
2253,group_2711
2254,group_3230
2255,group_1637
2256,group_2614
2257,group_3071
2258,group_3072
2259,group_3454
2260,group_3069
2261,group_3496
2262,group_2710
2263,group_2562
2264,group_1551
2265,group_1015
2266,group_3771
2267,group_3187
2268,group_3770
2269,group_3270
2270,group_3677
2271,group_2393
2272,group_1696
2273,group_3676
2274,group_3681
2275,group_3678
2276,group_3280
2277,group_3679
2278,group_3281
2279,group_3231
2280,group_3680
2281,group_3282
2282,group_3043
2283,group_2689
2284,group_2691
2285,group_2434
2286,group_2441
2287,group_3279
2288,group_3277
2289,group_3278
2290,group_3262
2291,group_3740
2292,group_3264
2293,group_3739
2294,group_3263
2295,group_3261
2296,group_3741
2297,group_2645
2298,group_2648
2299,group_2437
2300,group_1643
2301,group_3235
2302,group_3066
2303,group_3236
2304,group_1145
2305,group_3068
2306,group_3315
2307,group_2484
2308,group_2504
2309,group_2483
2310,group_2497
2311,group_2509
2312,group_2500
2313,group_2508
2314,pilE1_3
2315,group_2289
2316,group_3050
2317,cysI_2
2318,group_3048
2319,group_3051
2320,group_3314
2321,group_3049
2322,group_3259
2323,group_3260
2324,group_3397
2325,group_2488
2326,group_140
2327,group_3470
2328,group_3471
2329,ydiO
2330,group_1713
2331,group_488
2332,group_3089
2333,group_3267
2334,group_3003
2335,group_3090
2336,group_3269
2337,group_2659
2338,group_3092
2339,group_3271
2340,group_2656
2341,group_3272
2342,group_2657
2343,group_2685
2344,group_3268
2345,group_1450
2346,group_3251
2347,group_2603
2348,group_2600
2349,group_3016
2350,group_3017
2351,group_2838
2352,group_340
2353,group_3252
2354,group_3253
2355,group_2751
2356,group_2753
2357,group_2754
2358,group_2750
2359,group_2749
2360,group_2739
2361,group_2740
2362,group_2738
2363,group_2741
2364,group_3445
2365,group_3480
2366,group_3273
2367,group_3276
2368,group_433
2369,group_3274
2370,group_2596
2371,group_2597
2372,group_2786
2373,group_3764
2374,group_3762
2375,group_2399
2376,group_3763
2377,group_3766
2378,group_3731
2379,group_3206
2380,group_3494
2381,group_3493
2382,group_3495
2383,group_3492
2384,group_2391
2385,group_3287
2386,group_3147
2387,group_1647
2388,group_3148
2389,group_2315
2390,group_2563
2391,group_2564
2392,group_2573
2393,group_2574
2394,group_2575
2395,group_2578
2396,group_2860
2397,group_1802
2398,group_3047
2399,group_3046
2400,group_2718
2401,group_2719
2402,group_2620
2403,group_2906
2404,group_3179
2405,group_3180
2406,group_3181
2407,hemR
2408,group_3218
2409,group_1630
2410,group_3217
2411,group_3002
2412,group_1287
2413,group_3150
2414,group_3387
2415,group_2681
2416,group_2679
2417,group_2682
2418,group_2677
2419,group_2676
2420,group_3233
2421,group_3234
2422,group_939
2423,group_3209
2424,group_3208
2425,mccB
2426,group_1180
2427,group_2624
2428,group_2622
2429,group_2623
2430,group_2619
2431,group_2618
2432,group_1253
2433,group_1575
2434,group_3056
2435,group_3485
2436,group_3437
2437,group_3436
2438,group_3706
2439,group_3701
2440,group_3700
2441,group_3708
2442,group_3705
2443,group_3699
2444,group_3709
2445,group_3703
2446,group_3702
2447,group_3707
2448,group_2866
2449,group_1034
